id_review,nama_produk,nama_pelanggan,email_pelanggan,bintang,ulasan,tanggal_review
936,Internal Lock Washer 5,Putri Ayu,putri.a@yahoo.com,5,"Produk original, harga worth it. Teman-teman juga ikut beli.",2024-09-05
937,Internal Lock Washer 5,Teguh Prasetyo,teguh.p@hotmail.com,5,"Sudah lama cari produk seperti ini, akhirnya ketemu yang tepat.",2024-10-26
938,Internal Lock Washer 5,Gilang Ramadhan,gilang.r@hotmail.com,4,Kualitas jauh lebih baik dari yang saya bayangkan. Worth every rupiah!,2024-06-10
939,Internal Lock Washer 5,Qira Wulandari,qira.w@hotmail.com,5,"Pas banget sama yang saya butuhkan, ukuran dan kualitas sesuai.",2024-04-23
940,Internal Lock Washer 5,Bella Anggraini,bella.a@outlook.com,3,"Tidak buruk, tidak terlalu bagus. Cukup untuk kebutuhan.",2024-07-03
941,Internal Lock Washer 7,Eka Saputra,eka.s@hotmail.com,3,"Cukup fungsional, meski ada beberapa kekurangan minor.",2024-08-24
942,Internal Lock Washer 7,Teguh Prasetyo,teguh.p@hotmail.com,5,Cocok banget untuk kebutuhan saya. Mantap dan terpercaya!,2024-10-09
943,Internal Lock Washer 7,Yuni Astuti,yuni.a@gmail.com,5,"Sudah pakai 3 bulan, tidak ada masalah sama sekali. Beli lagi!",2024-03-12
944,Internal Lock Washer 7,Elsa Purnama,elsa.p@gmail.com,5,"Sudah lama cari produk seperti ini, akhirnya ketemu yang tepat.",2024-02-08
945,Internal Lock Washer 7,Andi Pratama,andi.p@gmail.com,3,Material oke tapi proses pemasangan agak tricky.,2024-10-29
946,Internal Lock Washer 7,Ola Puspita,ola.p@hotmail.com,2,Kualitas kontrol perlu ditingkatkan. Produk cacat saat datang.,2024-11-30
947,Internal Lock Washer 7,Joko Widodo,joko.w@outlook.com,5,"Pas banget sama yang saya butuhkan, ukuran dan kualitas sesuai.",2024-10-28
948,Internal Lock Washer 7,Dina Marlina,dina.m@yahoo.com,2,Kualitas kontrol perlu ditingkatkan. Produk cacat saat datang.,2024-09-13
949,Internal Lock Washer 7,Bintang Nugraha,bintang.n@hotmail.com,5,"Material berkualitas tinggi, pemasangan mudah. Sangat memuaskan.",2024-01-06
950,Internal Lock Washer 7,Udin Setiawan,udin.s@yahoo.com,5,Kualitas jauh lebih baik dari yang saya bayangkan. Worth every rupiah!,2024-09-20
951,Internal Lock Washer 6,Eka Saputra,eka.s@yahoo.com,4,Best purchase ever! Produk ini benar-benar memenuhi semua kebutuhan saya.,2024-10-16
952,Internal Lock Washer 6,Udin Setiawan,udin.s@yahoo.com,2,Kualitas kontrol perlu ditingkatkan. Produk cacat saat datang.,2024-07-02
953,Internal Lock Washer 6,Indah Permata,indah.p@outlook.com,5,"Pas banget sama yang saya butuhkan, ukuran dan kualitas sesuai.",2024-02-02
954,Internal Lock Washer 6,Ulfa Rohmah,ulfa.r@gmail.com,5,"Packaging rapi, produk mulus tidak ada cacat. Bintang 5 layak!",2024-04-15
955,Internal Lock Washer 6,Cinta Melati,cinta.m@hotmail.com,2,Barang tidak sesuai spesifikasi yang tertera. Kecewa!,2024-08-28
956,Internal Lock Washer 6,Umi Kalsum,umi.k@gmail.com,2,"Tidak tahan lama, baru dipakai beberapa kali sudah rusak.",2024-02-22
957,Internal Lock Washer 6,Aditya Nugraha,aditya.n@hotmail.com,1,Pemasangan sangat susah dan hasilnya tidak memuaskan.,2024-10-23
958,Internal Lock Washer 6,Fauzan Hidayat,fauzan.h@outlook.com,4,"Packaging rapi, produk mulus tidak ada cacat. Bintang 5 layak!",2024-07-12
959,Internal Lock Washer 6,Indra Setiawan,indra.s@gmail.com,4,"Material berkualitas tinggi, pemasangan mudah. Sangat memuaskan.",2024-05-08
960,Internal Lock Washer 6,Kevin Pratama,kevin.p@yahoo.com,1,Barang tidak sesuai spesifikasi yang tertera. Kecewa!,2024-06-29
961,Internal Lock Washer 10,Gita Permata,gita.p@outlook.com,4,Best purchase ever! Produk ini benar-benar memenuhi semua kebutuhan saya.,2024-01-04
962,Internal Lock Washer 10,Aldo Pratama,aldo.p@outlook.com,2,Kualitas jauh di bawah harga yang dipatok. Menyesal beli.,2024-04-27
963,Internal Lock Washer 10,Maya Putri,maya.p@hotmail.com,4,"Pas banget sama yang saya butuhkan, ukuran dan kualitas sesuai.",2024-03-17
964,Internal Lock Washer 10,Kartika Sari,kartika.s@gmail.com,5,"Packaging rapi, produk mulus tidak ada cacat. Bintang 5 layak!",2024-04-27
965,Internal Lock Washer 10,Pita Sari,pita.s@gmail.com,3,"Cukup fungsional, meski ada beberapa kekurangan minor.",2024-12-11
966,Internal Lock Washer 10,Xander Pratama,xander.p@yahoo.com,4,"Packaging rapi, produk mulus tidak ada cacat. Bintang 5 layak!",2024-07-29
967,Internal Lock Washer 10,Andi Pratama,andi.p@yahoo.com,5,Best purchase ever! Produk ini benar-benar memenuhi semua kebutuhan saya.,2024-10-30
968,Internal Lock Washer 10,Hani Pertiwi,hani.p@gmail.com,5,Best purchase ever! Produk ini benar-benar memenuhi semua kebutuhan saya.,2024-03-16
969,Internal Lock Washer 10,Lina Susanti,lina.s@yahoo.com,5,"Material berkualitas tinggi, pemasangan mudah. Sangat memuaskan.",2024-07-26
970,Internal Lock Washer 10,Miko Andrianto,miko.a@gmail.com,1,Pemasangan sangat susah dan hasilnya tidak memuaskan.,2024-02-13
971,Internal Lock Washer 1,Ola Puspita,ola.p@outlook.com,4,Cocok banget untuk kebutuhan saya. Mantap dan terpercaya!,2024-03-28
972,Internal Lock Washer 1,Pandu Wicaksono,pandu.w@yahoo.com,3,"Sesuai deskripsi, tapi ekspektasi saya sedikit lebih tinggi.",2024-11-15
973,Internal Lock Washer 1,Udin Setiawan,udin.s@yahoo.com,4,"Sudah lama cari produk seperti ini, akhirnya ketemu yang tepat.",2024-12-17
974,Internal Lock Washer 1,Fahmi Ardiansyah,fahmi.a@gmail.com,2,"Material terasa murahan, tidak sesuai foto di deskripsi.",2024-07-12
975,Internal Lock Washer 1,Lisa Maharani,lisa.m@gmail.com,5,"Pas banget sama yang saya butuhkan, ukuran dan kualitas sesuai.",2024-09-24
976,Internal Lock Washer 1,Aldo Pratama,aldo.p@yahoo.com,3,"Lumayan bagus, tapi ada beberapa hal yang bisa diperbaiki.",2024-03-31
977,Internal Lock Washer 1,Wati Susanti,wati.s@gmail.com,2,Produk cepat rusak setelah pemakaian singkat. Tidak recommended.,2024-02-17
978,Internal Lock Washer 1,Xander Pratama,xander.p@gmail.com,3,Material oke tapi proses pemasangan agak tricky.,2024-09-24
979,Internal Lock Washer 1,Pita Sari,pita.s@gmail.com,5,"Sudah lama cari produk seperti ini, akhirnya ketemu yang tepat.",2024-09-28
980,Internal Lock Washer 1,Qira Wulandari,qira.w@outlook.com,5,Kualitas jauh lebih baik dari yang saya bayangkan. Worth every rupiah!,2024-07-14
981,Internal Lock Washer 8,Gita Permata,gita.p@gmail.com,4,Tidak menyesal beli produk ini. Kualitasnya jauh melebihi ekspektasi.,2024-03-09
982,Internal Lock Washer 8,Tegar Prasetyo,tegar.p@yahoo.com,4,"Barang bagus, pengiriman cepat. Sangat puas dengan pembelian ini.",2024-05-25
983,Internal Lock Washer 8,Miko Andrianto,miko.a@outlook.com,2,Pemasangan sangat susah dan hasilnya tidak memuaskan.,2024-04-06
984,Internal Lock Washer 8,Budi Santoso,budi.s@gmail.com,3,"Lumayan bagus, tapi ada beberapa hal yang bisa diperbaiki.",2024-09-23
985,Internal Lock Washer 8,Budi Santoso,budi.s@yahoo.com,5,"Sudah lama cari produk seperti ini, akhirnya ketemu yang tepat.",2024-06-10
986,Internal Lock Washer 8,Omar Siddiq,omar.s@yahoo.com,5,Tidak menyesal beli produk ini. Kualitasnya jauh melebihi ekspektasi.,2024-11-29
987,Internal Lock Washer 8,Kiki Rahmat,kiki.r@outlook.com,5,Best purchase ever! Produk ini benar-benar memenuhi semua kebutuhan saya.,2024-07-06
988,Internal Lock Washer 8,Oscar Halim,oscar.h@outlook.com,5,Kualitas jauh lebih baik dari yang saya bayangkan. Worth every rupiah!,2024-04-14
989,Internal Lock Washer 8,Omar Siddiq,omar.s@outlook.com,4,"Kualitas premium, material terasa solid dan tahan lama. Recommended!",2024-07-08
990,Internal Lock Washer 8,Hilda Wahyuni,hilda.w@hotmail.com,4,"Sudah pakai 3 bulan, tidak ada masalah sama sekali. Beli lagi!",2024-10-22
991,Internal Lock Washer 2,Gita Permata,gita.p@outlook.com,3,"Sesuai deskripsi, tapi ekspektasi saya sedikit lebih tinggi.",2024-12-03
992,Internal Lock Washer 2,Clara Dewi,clara.d@outlook.com,3,"Sesuai deskripsi, tapi ekspektasi saya sedikit lebih tinggi.",2024-02-21
993,Internal Lock Washer 2,Ola Puspita,ola.p@hotmail.com,4,Kualitas jauh lebih baik dari yang saya bayangkan. Worth every rupiah!,2024-10-08
994,Internal Lock Washer 2,Oscar Halim,oscar.h@gmail.com,3,"Sesuai deskripsi, tapi ekspektasi saya sedikit lebih tinggi.",2024-07-18
995,Internal Lock Washer 2,Rika Purnama,rika.p@gmail.com,5,"Kualitas premium, material terasa solid dan tahan lama. Recommended!",2024-08-29
996,Internal Lock Washer 2,Miko Andrianto,miko.a@gmail.com,4,"Sudah pakai 3 bulan, tidak ada masalah sama sekali. Beli lagi!",2024-04-23
997,Internal Lock Washer 2,Julia Anggraini,julia.a@gmail.com,5,"Sudah lama cari produk seperti ini, akhirnya ketemu yang tepat.",2024-07-15
998,Internal Lock Washer 2,Nela Puspita,nela.p@hotmail.com,4,"Sudah lama cari produk seperti ini, akhirnya ketemu yang tepat.",2024-11-01
999,Internal Lock Washer 2,Lina Susanti,lina.s@yahoo.com,2,Kualitas kontrol perlu ditingkatkan. Produk cacat saat datang.,2024-08-12
1000,Internal Lock Washer 2,Dewi Rahayu,dewi.r@hotmail.com,5,"Pas banget sama yang saya butuhkan, ukuran dan kualitas sesuai.",2024-01-18
